symbol,preferred_name,alternate_name,first_use,first_kanji,status,notes
廷,courts,courts_family,lesson_32,庭,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=庭,挺,艇; sources=kanjivg,v4; review=human"
弋,弋_family,弋_family,lesson_19,式,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=4; v4_token_parents=0; sample=代,式,袋,貸,黛; sources=kanjivg,v4; review=human"
弗,弗_family,弗_family,lesson_67,沸,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=沸,狒,費; sources=kanjivg,v4; review=human"
彔,彔_family,彔_family,lesson_62,録,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=緑,録; sources=kanjivg,v4; review=human"
必,invariably,invariably_family,lesson_35,泌,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=泌,秘; sources=kanjivg,v4; review=human"
忩,忩_family,忩_family,lesson_41,窓,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=窓,総; sources=kanjivg,v4; review=human"
意,idea,idea_family,lesson_33,臆,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=3; v4_token_parents=0; sample=億,憶,臆; sources=kanjivg,v4; review=human"
我,ego,ego_family,lesson_35,義,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=9; v4_token_parents=0; sample=俄,儀,峨,犠,義,蛾,蟻,議; sources=kanjivg,v4; review=human"
敝,敝_family,敝_family,lesson_56,幣,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=幣,弊,蔽; sources=kanjivg,v4; review=human"
敬,awe,awe_family,lesson_18,警,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=0; v4_token_parents=0; sample=警,驚; sources=kanjivg,v4; review=human"
文,sentence,sentence_family,lesson_94,紋,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=3; v4_token_parents=0; sample=斐,紋,蚊; sources=kanjivg,v4; review=human"
斤,axe,axe_family,lesson_61,析,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=19; v4_token_parents=0; sample=哲,噺,所,折,斧,斬,断,斯; sources=kanjivg,v4; review=human"
斬,chop_off,chop_off_family,lesson_61,暫,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=暫,漸; sources=kanjivg,v4; review=human"
旡,旡_family,旡_family,lesson_40,愛,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=3; v4_token_parents=0; sample=愛,慨,既,概; sources=kanjivg,v4; review=human"
既,previously,previously_family,lesson_80,概,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=慨,概; sources=kanjivg,v4; review=human"
旨,delicious,delicious_family,lesson_25,脂,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=6; v4_token_parents=0; sample=嘗,指,稽,脂,詣,鮨; sources=kanjivg,v4; review=human"
曹,cadet,cadet_family,lesson_63,遭,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=槽,糟,遭; sources=kanjivg,v4; review=human"
曼,mandala,mandala_family,lesson_45,慢,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=5; v4_token_parents=0; sample=慢,漫,蔓,饅,鰻; sources=kanjivg,v4; review=human"
束,bundle,bundle_family,lesson_90,頼,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=疎,辣,速,頼; sources=kanjivg,v4; review=human"
果,fruit,fruit_family,lesson_61,菓,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=4; v4_token_parents=0; sample=巣,菓,裸,課; sources=kanjivg,v4; review=human"
某,so_and_so,so_and_so_family,lesson_95,謀,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=3; v4_token_parents=0; sample=媒,煤,謀; sources=kanjivg,v4; review=human"
次,next,next_family,lesson_26,茨,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=姿,茨,資; sources=kanjivg,v4; review=human"
此,this,this_family,lesson_31,雌,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=紫,雌,髭; sources=kanjivg,v4; review=human"
比,compare,compare_family,lesson_25,昆,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=5; v4_token_parents=0; sample=批,昆,枇,混,琵,陛; sources=kanjivg,v4; review=human"
气,气_family,气_family,lesson_102,気,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=気,汽; sources=kanjivg,v4; review=human"
求,request,request_family,lesson_51,球,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=救,球; sources=kanjivg,v4; review=human"
溥,溥_family,溥_family,lesson_13,薄,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=簿,薄; sources=kanjivg,v4; review=human"
牙,tusk,tusk_family,lesson_103,芽,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=4; v4_token_parents=0; sample=冴,穿,芽,訝,邪,雅; sources=kanjivg,v4; review=human"
瓜,melon,melon_family,lesson_102,弧,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=5; v4_token_parents=0; sample=孤,弧,狐,瓢,菰; sources=kanjivg,v4; review=human"
甚,tremendously,tremendously_family,lesson_96,勘,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=勘,堪,湛; sources=kanjivg,v4; review=human"
甲,armor,armor_family,lesson_60,押,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=9; v4_token_parents=0; sample=単,岬,弾,戦,押,禅,箪,蝉; sources=kanjivg,v4; review=human"
疑,doubt,doubt_family,lesson_76,擬,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=凝,擬; sources=kanjivg,v4; review=human"
睘,睘_family,睘_family,lesson_45,環,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=環,還; sources=kanjivg,v4; review=human"
票,ballot,ballot_family,lesson_87,漂,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=標,漂; sources=kanjivg,v4; review=human"
祭,festival,festival_family,lesson_60,察,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=3; v4_token_parents=0; sample=察,擦,際; sources=kanjivg,v4; review=human"
耑,耑_family,耑_family,lesson_63,端,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=段,瑞,端; sources=kanjivg,v4; review=human"
耳,ear,ear_family,lesson_45,恥,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=6; v4_token_parents=0; sample=囁,恥,揖,敢,聾,茸,輯,餌; sources=kanjivg,v4; review=human"
舟,boat,boat_family,lesson_03,朝,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=0; v4_token_parents=0; sample=受,朝; sources=kanjivg,v4; review=human"
般,carrier,carrier_family,lesson_101,盤,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=搬,盤; sources=kanjivg,v4; review=human"
荅,荅_family,荅_family,lesson_14,塔,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=塔,搭; sources=kanjivg,v4; review=human"
菐,菐_family,菐_family,lesson_97,撲,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=2; v4_token_parents=0; sample=僕,撲; sources=kanjivg,v4; review=human"
虚,void,void_family,lesson_108,戯,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=嘘,戯; sources=kanjivg,v4; review=human"
豕,豕_family,豕_family,lesson_29,豚,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=11; v4_token_parents=0; sample=啄,塚,壕,嫁,家,濠,琢,稼; sources=kanjivg,v4; review=human"
豸,豸_family,豸_family,lesson_107,懇,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=0; v4_token_parents=0; sample=墾,懇; sources=kanjivg,v4; review=human"
辛,spicy,spicy_family,lesson_81,辞,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=9; v4_token_parents=0; sample=僻,壁,宰,新,梓,璧,癖,親; sources=kanjivg,v4; review=human"
陏,陏_family,陏_family,lesson_70,随,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=0; v4_token_parents=0; sample=堕,随; sources=kanjivg,v4; review=human"
隶,隶_family,隶_family,lesson_63,康,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=1; v4_token_parents=0; sample=康,逮,隷; sources=kanjivg,v4; review=human"
食,eat,eat_family,lesson_80,飲,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=4; v4_token_parents=0; sample=喰,飲,飾,養,餐,饗; sources=kanjivg,v4; review=human"
高,tall,tall_family,lesson_30,豪,uncertain_candidate,"pass6a harvest; phon_parents=2; right_parents=4; v4_token_parents=0; sample=嵩,稿,縞,藁,豪; sources=kanjivg,v4; review=human"
