# rank	lemma	count
16320	救	3
16321	救い上げる	3
16322	教え込む	3
16323	教化	3
16324	教職員	3
16325	教鞭	3
16326	数理	3
16327	整髪	3
16328	敵前	3
16329	敵手	3
16330	敷島	3
16331	文体	3
16332	文才	3
16333	文盲	3
16334	文系	3
16335	文麿	3
16336	斬り合い	3
16337	斬る	3
16338	断水	3
16339	断種	3
16340	新王	3
16341	旅回り	3
16342	既決	3
16343	日なた	3
16344	日よけ	3
16345	日大	3
16346	日子	3
16347	日待	3
16348	日掛	3
16349	日暮里	3
16350	日独	3
16351	日除け	3
16352	旧交	3
16353	早川	3
16354	早引け	3
16355	早業	3
16356	旭川	3
16357	明々	3
16358	明星	3
16359	明神	3
16360	昔	3
16361	星図	3
16362	星子	3
16363	星野	3
16364	映る	3
16365	昨日今日	3
16366	昼	3
16367	昼下がり	3
16368	昼番	3
16369	時季	3
16370	時宜	3
16371	時流	3
16372	時節	3
16373	晩年	3
16374	暑中	3
16375	暗中	3
16376	暗算	3
16377	暗部	3
16378	暫時	3
16379	暮	3
16380	曲乗り	3
16381	曲射	3
16382	曳航	3
16383	書きかけ	3
16384	書信	3
16385	書名	3
16386	書留	3
16387	書込み	3
16388	書道	3
16389	曼略	3
16390	最弱	3
16391	最深	3
16392	月図	3
16393	月次	3
16394	月間	3
16395	有事	3
16396	有相	3
16397	有言	3
16398	朝めし	3
16399	朝型	3
16400	朝立ち	3
16401	木造	3
16402	本数	3
16403	本行	3
16404	本間	3
16405	札付き	3
16406	札入れ	3
16407	杀	3
16408	村瀬	3
16409	来日	3
16410	東口	3
16411	東海	3
16412	松戸	3
16413	林間	3
16414	柏	3
16415	柳生	3
16416	査証	3
16417	栓	3
16418	校務	3
16419	根城	3
16420	桁外れ	3
16421	桜島	3
16422	梁山	3
16423	梅雨入り	3
16424	棒引き	3
16425	棲み家	3
16426	植	3
16427	椎名	3
16428	検眼	3
16429	楔状	3
16430	楚歌	3
16431	極論	3
16432	構文	3
16433	樂	3
16434	樣子	3
16435	権勢	3
16436	権化	3
16437	権益	3
16438	横並び	3
16439	横滑り	3
16440	横風	3
16441	樹上	3
16442	次号	3
16443	次女	3
16444	次弾	3
16445	次行	3
16446	歇	3
16447	歌いかける	3
16448	歌劇	3
16449	正中	3
16450	正在	3
16451	正妻	3
16452	正志	3
16453	正視	3
16454	正誤	3
16455	正餐	3
16456	步	3
16457	武将	3
16458	武彦	3
16459	歴然	3
16460	死線	3
16461	殴	3
16462	殴り書き	3
16463	段数	3
16464	母堂	3
16465	母語	3
16466	毎食	3
16467	民宿	3
16468	民芸	3
16469	気づかい	3
16470	気どり	3
16471	気鋭	3
16472	水入れ	3
16473	水割り	3
16474	水和	3
16475	水気	3
16476	水汲み	3
16477	水洗	3
16478	水爆	3
16479	水田	3
16480	水盤	3
16481	水薬	3
16482	水質	3
16483	水野	3
16484	水魔	3
16485	水鳥	3
16486	永田	3
16487	江里子	3
16488	池	3
16489	決まり悪い	3
16490	沢	3
16491	河上	3
16492	治りかける	3
16493	治外	3
16494	法医	3
16495	法権	3
16496	法治	3
16497	泡立ち	3
16498	波及	3
16499	波月	3
16500	泥水	3
16501	泥門	3
16502	泥風呂	3
16503	泰平	3
16504	洗い場	3
16505	津田	3
16506	活着	3
16507	活量	3
16508	流し込める	3
16509	流れる	3
16510	流線	3
16511	浜中	3
16512	浦	3
16513	浮世	3
16514	海戦	3
16515	海神	3
16516	海自	3
16517	消し止める	3
16518	淡路	3
16519	深読み	3
16520	混信	3
16521	添え木	3
16522	清司	3
16523	渉外	3
16524	減価	3
16525	渾身	3
16526	湯屋	3
16527	湯気	3
16528	湾流	3
16529	満ちあふれる	3
16530	満開	3
16531	溶ける	3
16532	滑降	3
16533	漏電	3
16534	演者	3
16535	潜	3
16536	激動	3
16537	激安	3
16538	激論	3
16539	瀘州	3
16540	火影	3
16541	火打ち	3
16542	火気	3
16543	火消	3
16544	火竜	3
16545	点訳	3
16546	烏口	3
16547	焚火	3
16548	無くす	3
16549	無下	3
16550	無休	3
16551	無双	3
16552	無尽	3
16553	無届	3
16554	無常	3
16555	無賃	3
16556	無量	3
16557	無闇	3
16558	無頼	3
16559	照りつける	3
16560	照り焼き	3
16561	照片	3
16562	煽動	3
16563	熊本	3
16564	熟年	3
16565	熱線	3
16566	片面	3
16567	牙	3
16568	物作り	3
16569	物取り	3
16570	特級	3
16571	特赦	3
16572	犬種	3
16573	犯	3
16574	状勢	3
16575	狂者	3
16576	狙撃	3
16577	独壇	3
16578	独奏	3
16579	独走	3
16580	猫女	3
16581	猫族	3
16582	獄死	3
16583	玉電	3
16584	珍品	3
16585	珍本	3
16586	珍重	3
16587	現出	3
16588	理研	3
16589	理髪	3
16590	璽	3
16591	甘	3
16592	甘党	3
16593	甘口	3
16594	生く	3
16595	生まれ出る	3
16596	生田	3
16597	生真面目	3
16598	産み付ける	3
16599	産れる	3
16600	甥	3
16601	用立て	3
16602	田園	3
16603	田村	3
16604	田舎モン	3
16605	由紀	3
16606	申	3
16607	男受け	3
16608	男役	3
16609	留める	3
16610	留保	3
16611	畜殺	3
16612	番える	3
16613	番台	3
16614	番狂わせ	3
16615	番線	3
16616	異名	3
16617	異説	3
16618	異音	3
16619	疫学	3
16620	病因	3
16621	痕	3
16622	発する	3
16623	発券	3
16624	発芽	3
16625	登りつめる	3
16626	登上	3
16627	白星	3
16628	白服	3
16629	白松	3
16630	白羽	3
16631	白銅	3
16632	皆々	3
16633	皇子	3
16634	皮	3
16635	盛会	3
16636	目上	3
16637	目付き	3
16638	目処	3
16639	目見え	3
16640	目覚	3
16641	目途	3
16642	省みる	3
16643	省内	3
16644	眞言	3
16645	真二	3
16646	真人	3
16647	真水	3
16648	眼力	3
16649	着々	3
16650	着付け	3
16651	着床	3
16652	着飾る	3
16653	睦子	3
16654	瞬発	3
16655	知合い	3
16656	知略	3
16657	短足	3
16658	石ケン	3
16659	石弓	3
16660	石田	3
16661	石英	3
16662	砲身	3
16663	硝子	3
16664	硬度	3
16665	硬質	3
16666	確度	3
16667	祝祭	3
16668	神君	3
16669	神器	3
16670	神崎	3
16671	神月	3
16672	神林	3
16673	神通	3
16674	祥子	3
16675	票	3
16676	票数	3
16677	福井	3
16678	福沢	3
16679	私学	3
16680	秋休み	3
16681	秋月	3
16682	种	3
16683	税引	3
16684	種属	3
16685	種明かし	3
16686	稲川	3
16687	積み木	3
16688	積み込み	3
16689	空車	3
16690	空電	3
16691	立ちこめる	3
16692	立ちふさぐ	3
16693	立ち会い	3
16694	立ち回り	3
16695	立ち塞ぐ	3
16696	立つ瀬	3
16697	立てこもり	3
16698	立て直す	3
16699	站	3
16700	竜崎	3
16701	竜馬	3
16702	端数	3
16703	竹光	3
16704	筆者	3
16705	等身	3
16706	筐	3
16707	策定	3
16708	算定	3
16709	簿外	3
16710	粉屋	3
16711	粛正	3
16712	精機	3
16713	精気	3
16714	糖類	3
16715	約定	3
16716	納戸	3
16717	納金	3
16718	紙	3
16719	素っ気無い	3
16720	素速い	3
16721	細野	3
16722	終局	3
16723	組み込める	3
16724	経年	3
16725	経産	3
16726	結露	3
16727	絞り上げる	3
16728	給金	3
16729	統覚	3
16730	統轄	3
16731	絶	3
16732	經	3
16733	続伸	3
16734	網目	3
16735	総一郎	3
16736	総勢	3
16737	総括	3
16738	緘口	3
16739	線量	3
16740	縁取	3
16741	縁結び	3
16742	縁者	3
16743	縦隊	3
16744	縮み	3
16745	纏	3
16746	经	3
16747	给	3
16748	统合	3
16749	罪名	3
16750	置きざり	3
16751	罵り合い	3
16752	羊水	3
16753	美千代	3
16754	美好	3
16755	群島	3
16756	義勇	3
16757	義妹	3
16758	習い	3
16759	習い事	3
16760	習熟	3
16761	翼	3
16762	老手	3
16763	老死	3
16764	耳立つ	3
16765	聖都	3
16766	聖餐	3
16767	聞きとる	3
16768	聞きわけ	3
16769	聞き届ける	3
16770	聞き違え	3
16771	聴き取る	3
16772	聴く	3
16773	職位	3
16774	肘鉄	3
16775	肝要	3
16776	胆力	3
16777	背教	3
16778	脂質	3
16779	脈動	3
16780	脚部	3
16781	脳	3
16782	脳天気	3
16783	腐乱	3
16784	膝元	3
16785	膵体	3
16786	臣	3
16787	自乗	3
16788	自助	3
16789	自失	3
16790	自決	3
16791	自生	3
16792	自粛	3
16793	自説	3
16794	自走	3
16795	自適	3
16796	臭化	3
16797	舞い上がり	3
16798	般	3
16799	船医	3
16800	船積み	3
16801	良人	3
16802	色仕掛け	3
16803	色光	3
16804	色魔	3
16805	艶々	3
16806	芒	3
16807	花	3
16808	花子	3
16809	苦言	3
16810	英才	3
16811	英数字	3
16812	英断	3
16813	英霊	3
16814	茂	3
16815	茄	3
16816	茗	3
16817	茫然	3
16818	茶目	3
16819	荊州	3
16820	荒川	3
16821	荷解き	3
16822	荷電	3
16823	菩提	3
16824	華族	3
16825	菱形	3
16826	落とし入れる	3
16827	葦	3
16828	蒔間	3
16829	蓄電	3
16830	蔑視	3
16831	薄目	3
16832	薬師寺	3
16833	薬殺	3
16834	藤	3
16835	藤間	3
16836	虎	3
16837	蛸	3
16838	融ける	3
16839	融点	3
16840	蠍座	3
16841	血腫	3
16842	術者	3
16843	装身	3
16844	裏	3
16845	補える	3
16846	製鋼	3
16847	製錬	3
16848	製麺	3
16849	裾分け	3
16850	西武	3
16851	西遊	3
16852	要旨	3
16853	覇気	3
16854	見える	3
16855	見下ろす	3
16856	見聞	3
16857	見開き	3
16858	覚書	3
16859	親せき	3
16860	親元	3
16861	親殺し	3
16862	親米	3
16863	観葉	3
16864	角質	3
16865	解る	3
16866	触れ合い	3
16867	言いきかす	3
16868	言い付け	3
16869	言い足りる	3
16870	言える	3
16871	言付け	3
16872	言外	3
16873	言言	3
16874	託送	3
16875	訛り	3
16876	許す	3
16877	訳	3
16878	評定	3
16879	試供	3
16880	詰め合わせ	3
16881	誂え向き	3
16882	語りべ	3
16883	読みあげる	3
16884	読み込める	3
16885	調える	3
16886	論告	3
16887	諸	3
16888	警句	3
16889	議院	3
16890	讐	3
16891	豪家	3
16892	豪語	3
16893	貝	3
16894	負組	3
16895	財界	3
16896	貫く	3
16897	買い置き	3
16898	賛	3
16899	賞罰	3
16900	賦活	3
16901	责任	3
16902	赶	3
16903	起死	3
16904	起草	3
16905	趣	3
16906	足あと	3
16907	足す	3
16908	足どり	3
16909	足並み	3
16910	足根	3
16911	足腰	3
16912	足踏	3
16913	跟	3
16914	踊	3
16915	踊り手	3
16916	身の毛	3
16917	身体つき	3
16918	身命	3
16919	身許	3
16920	車重	3
16921	軍楽	3
16922	転がり出る	3
16923	転記	3
16924	転院	3
16925	軽症	3
16926	載る	3
16927	農務	3
16928	農水	3
16929	農道	3
16930	边	3
16931	込み	3
16932	这样	3
16933	远	3
16934	追い付く	3
16935	退	3
16936	退校	3
16937	退館	3
16938	送り出す	3
16939	送受信	3
16940	逃げ回る	3
16941	逆立つ	3
16942	這い上がる	3
16943	通りぬける	3
16944	通算	3
16945	速る	3
16946	造り手	3
16947	造形	3
16948	連なり	3
16949	連ね	3
16950	連れ合い	3
16951	連休	3
16952	連敗	3
16953	週	3
16954	進む	3
16955	遅発	3
16956	遊	3
16957	遊び事	3
16958	運び出し	3
16959	過ぎ越し	3
16960	過分	3
16961	過少	3
16962	達用	3
16963	違約	3
16964	遗物	3
16965	遡上	3
16966	遡及	3
16967	遣り取り	3
16968	遺贈	3
16969	還	3
16970	邸内	3
16971	部屋割り	3
16972	部落	3
16973	酉	3
16974	里中	3
16975	重し	3
16976	重ね合わせ	3
16977	重工	3
16978	重箱	3
16979	野ざらし	3
16980	野火	3
16981	野鳥	3
16982	金主	3
16983	金歯	3
16984	金箍	3
16985	金銀	3
16986	針山	3
16987	釣合	3
16988	鈍	3
16989	鈍間	3
16990	鉄柵	3
16991	鉄鉱	3
16992	鉄門	3
16993	鉛色	3
16994	鉤	3
16995	銀製	3
16996	銅	3
16997	鎖国	3
16998	鏡	3
16999	長波	3
17000	門下	3
17001	門弟	3
17002	開け閉め	3
17003	開場	3
17004	開眼	3
17005	間男	3
17006	間食	3
17007	間髪	3
17008	関野	3
17009	関門	3
17010	閣議	3
17011	闘	3
17012	防寒	3
17013	防波	3
17014	防臭	3
17015	防虫	3
17016	附属	3
17017	降水	3
17018	陳情	3
17019	陸生	3
17020	隈無く	3
17021	隠し立て	3
17022	隠し金	3
17023	隣	3
17024	隣り	3
17025	隣国	3
17026	雀	3
17027	雄一	3
17028	集配	3
17029	雑務	3
17030	雑学	3
17031	雑念	3
17032	離職	3
17033	難所	3
17034	難病	3
17035	雨天	3
17036	雪山	3
17037	雪解け	3
17038	電工	3
17039	電文	3
17040	電界	3
17041	電脳	3
17042	震動	3
17043	霊園	3
17044	霊気	3
17045	霊視	3
17046	霞ヶ関	3
17047	青天	3
17048	面体	3
17049	面持ち	3
17050	面構え	3
17051	面汚し	3
17052	面食い	3
17053	革張り	3
17054	音域	3
17055	音読	3
17056	頃	3
17057	領海	3
17058	頭頂	3
17059	題目	3
17060	顏色	3
17061	顔料	3
17062	風呂敷	3
17063	風通し	3
17064	風采	3
17065	飛び下りる	3
17066	飛び乗り	3
17067	飛び石	3
17068	飞	3
17069	飞行	3
17070	食いっぱぐれ	3
17071	食いつき	3
17072	食いもん	3
17073	食わせ物	3
17074	食洗	3
17075	食通	3
17076	飯店	3
17077	飲水	3
17078	馬具	3
17079	馬子	3
17080	馬糞	3
17081	馬術	3
17082	馬面	3
17083	駅伝	3
17084	駆け回る	3
17085	駐機	3
17086	騒ぎ	3
17087	马上	3
17088	高々	3
17089	高一	3
17090	高千穂	3
17091	高崎	3
17092	高志	3
17093	高村	3
17094	高波	3
17095	高知	3
17096	高石	3
17097	髭面	3
17098	鬼子	3
17099	鬼門	3
17100	魔手	3
17101	魔界	3
17102	魔神	3
17103	魚類	3
17104	鮮度	3
17105	鳴り物	3
17106	鳴る神	3
17107	鴻野	3
17108	鹿田	3
17109	麺類	3
17110	麻	3
17111	黄身	3
17112	鼠取り	3
17113	鼻高	3
17114	龍太郎	3
17115	龍王	3
17116	あいそ	2
17117	あいの子	2
17118	あえない	2
17119	あおい	2
17120	あかあか	2
17121	あかぎれ	2
17122	あかり	2
17123	あきあき	2
17124	あぐねる	2
17125	あさかぜ	2
17126	あさみ	2
17127	あざ笑う	2
17128	あしか	2
17129	あしもと	2
17130	あたら	2
17131	あっら	2
17132	あつかい	2
17133	あつみ	2
17134	あつらえ	2
17135	あつれき	2
17136	あばく	2
17137	あぶく	2
17138	あぶく銭	2
17139	あぶみ骨	2
17140	あまの	2
17141	あやまる	2
17142	あやめ	2
17143	あらた	2
17144	あらわす	2
17145	ありてい	2
17146	あるける	2
17147	あるじ	2
17148	あれぇ	2
17149	あれえ	2
17150	あわれみ	2
17151	あんぜん	2
17152	あんっ	2
17153	あんよ	2
17154	いきあたり	2
17155	いじり	2
17156	いずれ	2
17157	いたずら書き	2
17158	いなか者	2
17159	いらっ	2
17160	いる	2
17161	うぅ	2
17162	うさぎ	2
17163	うま味	2
17164	うめあわす	2
17165	うろつく	2
17166	うわあっ	2
17167	えー	2
17168	かき回し	2
17169	かぎ分ける	2
17170	かすめる	2
17171	かばい立て	2
17172	がく然	2
17173	がら空き	2
17174	がん	2
17175	きのこ	2
17176	きゃ〜	2
17177	くぐり戸	2
17178	くさび形	2
17179	くせ者	2
17180	こう着	2
17181	こじあける	2
17182	こみあげる	2
17183	こめ	2
17184	こりゃ	2
17185	こんにちわ	2
17186	ごめん	2
17187	さそり	2
17188	しっかり者	2
17189	しま	2
17190	しゃあしゃあ	2
17191	し当	2
17192	じ	2
17193	すくい上げる	2
17194	すげ	2
17195	すり変える	2
17196	ずっと	2
17197	せ	2
17198	ぜんぶ	2
17199	そば屋	2
17200	そりゃ	2
17201	それ	2
17202	そ知らぬ	2
17203	たたく	2
17204	たぶん	2
17205	たり	2
17206	だあれ	2
17207	だけ	2
17208	だめ	2
17209	ちや	2
17210	ちょっ	2
17211	っきり	2
17212	っ子	2
17213	つかみ合い	2
17214	つきあう	2
17215	つくりあげる	2
17216	つくり上げる	2
17217	つつく	2
17218	つなぎ止める	2
17219	つぶ	2
17220	つまみ上げる	2
17221	つり	2
17222	つり下げる	2
17223	つる	2
17224	づつ	2
17225	てぇ	2
17226	てらっ	2
17227	できる	2
17228	とき	2
17229	とどめ	2
17230	どく	2
17231	なくし物	2
17232	なすり付ける	2
17233	なぶる	2
17234	なり手	2
17235	なる	2
17236	なる程	2
17237	にらむ	2
17238	ねじ回し	2
17239	はぁ〜い	2
17240	はげ山	2
17241	はしご車	2
17242	はせ参ずる	2
17243	はにかみ屋	2
17244	はる	2
17245	ばかり	2
17246	ばっかり	2
17247	ぱ	2
17248	ひ	2
17249	ひきあげる	2
17250	ひし形	2
17251	ひっ	2
17252	ひっかく	2
17253	ひとり	2
17254	ひな形	2
17255	ふぅ〜	2
17256	ふくれる	2
17257	ふざける	2
17258	ふじ色	2
17259	ふり	2
17260	ふれ	2
17261	ぶつける	2
17262	ぶら下がり	2
17263	ぶる	2
17264	へき地	2
17265	へそ曲がり	2
17266	ほ〜	2
17267	ほと	2
17268	ほや	2
17269	まがい物	2
17270	まくりあげる	2
17271	まさか	2
17272	まじ	2
17273	またまた	2
17274	まめ	2
17275	まん中	2
17276	まん前	2
17277	みどり	2
17278	むら	2
17279	もの	2
17280	もみあげ	2
17281	もみ合い	2
17282	や〜	2
17283	やぎ	2
17284	やっ	2
17285	やれ	2
17286	ゆっくり	2
17287	ょ	2
17288	よ〜ん	2
17289	よし	2
17290	よっしゃ	2
17291	ろ	2
17292	ゎ	2
17293	わしゃ	2
17294	わめき声	2
17295	んて	2
17296	アイシング	2
17297	アイゼン	2
17298	アイデン	2
17299	アイネイアス	2
17300	アイマラ	2
17301	アイン	2
17302	アインス	2
17303	アウアー	2
17304	アウステルリッツ	2
17305	アウトレット	2
17306	アウレリア	2
17307	アオスタ	2
17308	アオヤマ	2
17309	アカバ	2
17310	アクアマリン	2
17311	アクィラ	2
17312	アクス	2
17313	アクチノイド	2
17314	アクトン	2
17315	アクロイド	2
17316	アコルシ	2
17317	アゴー	2
17318	アサイラム	2
17319	アサール	2
17320	アザジ	2
17321	アザチオプリン	2
17322	アザトン	2
17323	アザリエル	2
17324	アザレア	2
17325	アシュビー	2
17326	アシュランド	2
17327	アスカ	2
17328	アスキタス	2
17329	アスクレピオス	2
17330	アスジャハ	2
17331	アステロイド	2
17332	アストリ	2
17333	アストロメク	2
17334	アスワン	2
17335	アズナヴール	2
17336	アズール	2
17337	アセチレン	2
17338	アセネウム	2
17339	アソシエイト	2
17340	アダプター	2
17341	アダマンチウム	2
17342	アチバン	2
17343	アチャ	2
17344	アックスフォード	2
17345	アッサム	2
17346	アッシリア	2
17347	アッティカ	2
17348	アッハッハ	2
17349	アップリケ	2
17350	アッペルバウム	2
17351	アディーナ	2
17352	アデニン	2
17353	アトラクター	2
17354	アドバンス	2
17355	アナイス	2
17356	アナトリア	2
17357	アナーキスト	2
17358	アニサキス	2
17359	アニュラ	2
17360	アニョハセヨ	2
17361	アバウト	2
17362	アバド	2
17363	アバラ	2
17364	アビントン	2
17365	アビーロード	2
17366	アフォ	2
17367	アフマド	2
17368	アフロディーテ	2
17369	アブサン	2
17370	アブダクション	2
17371	アブド	2
17372	アブドール	2
17373	アブー	2
17374	アベナ	2
17375	アポストロフィ	2
17376	アマゾネス	2
17377	アマレット	2
17378	アマンド	2
17379	アマースト	2
17380	アミア	2
17381	アミオダロン	2
17382	アミゴ	2
17383	アミターブ	2
17384	アムネスティ	2
17385	アメイジング	2
17386	アメリカズ	2
17387	アメーバ	2
17388	アヨマティ	2
17389	アライアンス	2
17390	アライド	2
17391	アラウィ	2
17392	アラゴン	2
17393	アラザン	2
17394	アラシュ	2
17395	アラファト	2
17396	アラモード	2
17397	アリウープ	2
17398	アリゲーター	2
17399	アリシ	2
17400	アリャリャ	2
17401	アリンコ	2
17402	アルカサル	2
17403	アルキメデス	2
17404	アルク	2
17405	アルシェ	2
17406	アルジカルブ	2
17407	アルジャジーラ	2
17408	アルジャバット	2
17409	アルタミド	2
17410	アルダ	2
17411	アルチョム	2
17412	アルデンテ	2
17413	アルトゥーロ	2
17414	アルハンブラ	2
17415	アルバー	2
17416	アルバータ	2
17417	アルパ	2
17418	アルパカ	2
17419	アルピ	2
17420	アルファ・ロメオ	2
17421	アルブレヒト	2
17422	アルヘイ	2
17423	アルベデルチ	2
17424	アルマニャック	2
17425	アルム	2
17426	アルロ	2
17427	アレキサンドル	2
17428	アレッツォ	2
17429	アレッポ	2
17430	アレレ	2
17431	アロホモラ	2
17432	アロマテラピー	2
17433	アロヨ	2
17434	アワプヒ	2
17435	アンカラ	2
17436	アンクレット	2
17437	アングロ	2
17438	アンコ	2
17439	アンサンブル	2
17440	アンタイ	2
17441	アンダルス	2
17442	アンダーブ	2
17443	アンチモン	2
17444	アンチョビー	2
17445	アンティオキア	2
17446	アンデルセン	2
17447	アントネリ	2
17448	アントレプレナー	2
17449	アンピシリン	2
17450	アンブロシア	2
17451	アンラッキー	2
17452	アンワル	2
17453	アヴァーダ	2
17454	アヴェニュー	2
17455	アヴェンジャー	2
17456	アーイシャ	2
17457	アーガソン	2
17458	アーチェロン	2
17459	アーバイン	2
17460	アーパネット	2
17461	アーマダイン	2
17462	アーミル	2
17463	アーリァ	2
17464	アーリスウェル	2
17465	アーレイ	2
17466	イグアナ	2
17467	イケア	2
17468	イナ	2
17469	イニシアティブ	2
17470	イロジニア	2
17471	インスパイア	2
17472	インタビュアー	2
17473	インタヴュアー	2
17474	インディアンヒル	2
17475	ウィアウッド	2
17476	ウィアー	2
17477	ウィステリア	2
17478	ウイッキペディア	2
17479	ウイリアムス	2
17480	ウェアー	2
17481	ウェットモア	2
17482	ウォーター	2
17483	ウリ	2
17484	ウワァ	2
17485	エ	2
17486	エアリス	2
17487	エアロゾル	2
17488	エアーズ	2
17489	エジ	2
17490	エスクァイア	2
17491	エルトニア	2
17492	エンポリアム	2
17493	オアハカ	2
17494	オオアリ	2
17495	オペ	2
17496	オムニア	2
17497	オラ	2
17498	オーテュア	2
17499	カイア	2
17500	カカア	2
17501	カス	2
17502	カステリ	2
17503	カメ	2
17504	カン	2
17505	カンタ	2
17506	カンプチア	2
17507	カンボジアンスター	2
17508	カーネィア	2
17509	ガイ	2
17510	ガリシア	2
17511	ガリレア	2
17512	ガンチュア	2
17513	ガーブ	2
17514	キオ	2
17515	キックアスパーティー	2
17516	キノア	2
17517	キャイ	2
17518	キャンダリアン	2
17519	キング	2
17520	クアラルンプール	2
17521	クアーズ	2
17522	クム	2
17523	クリアウォーター	2
17524	クリアリー	2
17525	クルアーン	2
17526	クルーズ	2
17527	クレ	2
17528	クン	2
17529	グアイ	2
17530	グアダラハラ	2
17531	グアニン	2
17532	グレー	2
17533	グワイヒア	2
17534	ケ国	2
17535	ゲロ	2
17536	コック	2
17537	コリアン	2
17538	コード	2
17539	ゴグ	2
17540	ゴマ	2
17541	ゴー	2
17542	サアカシュヴィリ	2
17543	サイ	2
17544	サイド	2
17545	サシ	2
17546	サジタリアン	2
17547	サビアノ	2
17548	サボイ	2
17549	サリ	2
17550	サンタ	2
17551	ザカリアス	2
17552	ザシャアッ	2
17553	ザンビア	2
17554	シェ	2
17555	シャナイア	2
17556	シャブ中	2
17557	シヤ	2
17558	シュール	2
17559	ショアディッチ	2
17560	ショアー	2
17561	ショーペンハウアー	2
17562	シルベニア	2
17563	シンモァーファタリア	2
17564	ジェノア	2
17565	ジェリ	2
17566	ジャイアン	2
17567	ジャギュア	2
17568	ジャン	2
17569	ジャー	2
17570	ジュ	2
17571	ジョル	2
17572	ジョン	2
17573	スイート	2
17574	スキー	2
17575	スクウェア	2
17576	スゴい	2
17577	スチュ	2
17578	ステアリン	2
17579	スティ	2
17580	ステビア	2
17581	ステルモア	2
17582	スマージア	2
17583	スリ	2
17584	スワ	2
17585	スーザボア	2
17586	ズル休み	2
17587	セクシュアリティ	2
17588	セクシュアル	2
17589	セシリア	2
17590	セニア	2
17591	セリ	2
17592	ゼル	2
17593	ソリティア	2
17594	ゾロ	2
17595	ゾロアスター	2
17596	ゾロ目	2
17597	ゾード	2
17598	タイ	2
17599	タスマニア	2
17600	タッパーウエア	2
17601	タバアトシェモ	2
17602	タメ口	2
17603	タル	2
17604	タワ	2
17605	ダイアリー	2
17606	ダイアー	2
17607	ダラ	2
17608	ダン	2
17609	チアノーゼ	2
17610	チェ	2
17611	チェアマン	2
17612	チェリー	2
17613	チプ	2
17614	チー	2
17615	チーズ	2
17616	ツィア	2
17617	ツキ	2
17618	ツライ	2
17619	ティラピア	2
17620	ティリー	2
17621	テイ	2
17622	テイレシアス	2
17623	テコ入れ	2
17624	テル	2
17625	ディアハボルン	2
17626	デスティニィ	2
17627	デッキ	2
17628	デロリアン	2
17629	トキシン	2
17630	トライアングラー	2
17631	トラン	2
17632	トリアジン	2
17633	トリビア	2
17634	トリム	2
17635	トレ	2
17636	トレード	2
17637	トロイア	2
17638	トロン	2
17639	ドゥアラ	2
17640	ドゥミ	2
17641	ドリア	2
17642	ドル	2
17643	ドレ	2
17644	ドロ	2
17645	ドヴィアック	2
17646	ドー	2
17647	ナイト	2
17648	ナザリアン	2
17649	ナス	2
17650	ナニ	2
17651	ナン	2
17652	ナヴェル	2
17653	ニタリ	2
17654	ヌビア	2
17655	ネイピア	2
17656	ネック	2
17657	ネピア	2
17658	ネー	2
17659	ノキア	2
17660	ノン	2
17661	ノンアルコール	2
17662	ノート	2
17663	ハァ〜	2
17664	ハッ	2
17665	ハハ	2
17666	ハマ	2
17667	ハリアリ	2
17668	ハリアー	2
17669	ハルディア	2
17670	ハルモニア	2
17671	ハン	2
17672	バイ	2
17673	バイアル	2
17674	バイト料	2
17675	バグ	2
17676	バジニア	2
17677	バラ売り	2
17678	バレンシアガ	2
17679	バンド	2
17680	バーバリ	2
17681	パタゴニア	2
17682	パパ〜	2
17683	パペッティア	2
17684	パラグアイ	2
17685	パー	2
17686	ヒコ	2
17687	ヒヒ	2
17688	ヒューマニタリアン	2
17689	ヒヨ	2
17690	ビアス	2
17691	ビアード	2
17692	ビシア	2
17693	ビッグ	2
17694	ビビ	2
17695	ビフゴ	2
17696	ピアーズ	2
17697	ピィアッグ	2
17698	ファビアン	2
17699	ファミィリア	2
17700	フィギア	2
17701	フィゲロア	2
17702	フェアウェル	2
17703	フェーベ・アン	2
17704	フォビア	2
17705	フライアー	2
17706	フラン	2
17707	フレアー	2
17708	フロイア	2
17709	ブタ	2
17710	ブラック	2
17711	ブラン	2
17712	ブリリアム	2
17713	ブルズ	2
17714	プアー	2
17715	プハァ	2
17716	プラデシュ	2
17717	プラナリア	2
17718	プリ	2
17719	プリアモス	2
17720	プル	2
17721	プレイ	2
17722	プレー	2
17723	プロシア	2
17724	プロテア	2
17725	プロトアクチニウム	2
17726	ヘピア	2
17727	ヘルベティア	2
17728	ベ	2
17729	ベアトリクス	2
17730	ベアボーン	2
17731	ベッド	2
17732	ベディリア	2
17733	ベニア	2
17734	ベルト	2
17735	ペアー	2
17736	ペン	2
17737	ホィッティア	2
17738	ホリシシアス	2
17739	ホールドアップ	2
17740	ボ	2
17741	ボアー	2
17742	ボンディ	2
17743	ボーア	2
17744	ポドモア	2
17745	マイゲアー	2
17746	マキアート	2
17747	マクナマアラ	2
17748	マクネアー	2
17749	マス	2
17750	マゾ	2
17751	マッティ	2
17752	マネ	2
17753	マルチメディア	2
17754	ミアー	2
17755	ミリアン	2
17756	ミレニアル	2
17757	ミン	2
17758	ミーア	2
17759	メア	2
17760	メイン	2
17761	メロ	2
17762	モアイ	2
17763	モアンナ	2
17764	モジリアニ	2
17765	モット	2
17766	モノ	2
