kanji,heisig_number,heisig_keyword,components,primitive_count
腹,503,abdomen,moon; month; flesh; part of the body; fold back; double back; reclining; lying down; sun; day; walking legs
複,504,duplicate,cloak; fold back; double back; reclining; lying down; sun; day; walking legs
欠,505,lack,yawn
吹,506,blow,mouth; lack; yawn
炊,507,cook,fire; lack; yawn
歌,508,song,cancan; can; mouth; street; nail; spike; lack; yawn
軟,509,soft,car; lack; yawn
次,510,next,ice; lack; yawn
茨,511,briar,flowers; next; ice; lack; yawn
資,512,assets,next; ice; lack; yawn; shellfish; clam; oyster; eye; animal legs; eight
姿,513,figure,next; ice; lack; yawn; woman
諮,514,consult with,say; words; keitai; mouth; next; ice; lack; yawn; mouth
賠,515,compensation,shellfish; clam; oyster; eye; animal legs; eight; muzzle; vase; stand up; mouth
培,516,cultivate,soil; dirt; ground; muzzle; vase; stand up; mouth
剖,517,divide,muzzle; vase; stand up; mouth; sword; sabre; saber
音,518,sound,vase; stand up; sun; day; tongue wagging
暗,519,darkness,sun; day; sound; vase; stand up; sun; day
韻,520,rhyme,sound; vase; stand up; sun; day; employee; mouth; shellfish; clam; oyster; eye; animal legs; eight
識,521,discriminating,say; words; keitai; mouth; kazoo; sound; vase; stand up; sun; day; fiesta
鏡,522,mirror,metal; gold; vase; stand up; sun; day; human legs
境,523,boundary,soil; dirt; ground; mirror; vase; stand up; sun; day; human legs
亡,524,deceased,perish; top hat; fishhook
盲,525,blind,deceased; perish; top hat; fishhook; eye
妄,526,delusion,deceased; perish; top hat; fishhook; woman
荒,527,laid waste,wreath; flowers; deceased; perish; top hat; fishhook; stream; flood
望,528,ambition,deceased; perish; top hat; fishhook; moon; month; flesh; part of the body; king; jewel; ball
方,529,direction,compass
妨,530,disturb,compass; direction; woman
坊,531,boy,soil; dirt; ground; compass; direction
芳,532,perfumed,perfume; flowers; compass; direction
肪,533,obese,moon; month; flesh; part of the body; compass; direction
訪,534,call on,say; words; keitai; mouth; compass; direction
放,535,set free,compass; direction; taskmaster
激,536,violent,water; water droplets; water pistol; white; dove; compass; direction; taskmaster
脱,537,undress,moon; month; flesh; part of the body; devil; horns; elder brother; teenager; mouth; human legs
説,538,explanation,rumor; say; words; keitai; mouth; devil; horns; elder brother; teenager; mouth; human legs
鋭,539,pointed,metal; gold; devil; horns; elder brother; teenager; mouth; human legs
曽,540,formerly,increase; horns; rice field; brains; sun; day
増,541,increase,soil; dirt; ground; formerly; horns; rice field; brains; sun; day
贈,542,presents,shellfish; clam; oyster; eye; animal legs; eight; increase; formerly; horns; rice field; brains; sun; day
東,543,east,sun; day; tree; wood
棟,544,ridgepole,tree; wood; east; tree; wood; sun; day
凍,545,frozen,ice; east; tree; wood; sun; day
妊,546,pregnancy,woman; porter; drop; samurai
廷,547,courts,porter; drop; samurai; stretch
染,548,dye,water; water droplets; water pistol; nine; baseball; tree; wood
燃,549,burn,fire; sort of thing; moon; crescent moon; month; flesh; part of the body; chihuahua; dog; large; drop; oven-fire; barbecue
賓,550,V.I.P.,house; one; ceiling; few; shellfish; clam; oyster; eye; animal legs; eight
歳,551,year-end,year end; stop; footprint; one; little; small; march
県,552,prefecture,eye; fishhook; small; little
栃,553,horse chestnut,tree; wood; Wimbledon; cliff; ten thousand; one; bound up
地,554,ground,soil; dirt; scorpion
池,555,pond,water; water droplets; water pistol; scorpion
虫,556,insect,in; stick; mouth
蛍,557,lightning bug,lightning-bug; schoolhouse; owl; crown; insect
蛇,558,snake,insect; wind chimes; house; spoon; sitting on the ground
虹,559,rainbow,insect; craft
蝶,560,butterfly,insect; Tarzan; generation; tree; wood
独,561,single,pack of wild dogs; insect
蚕,562,silkworm,heavens; insect
風,563,wind,gnats; drop; insect
己,564,self,snake
起,565,rouse,run; soil; dirt; ground; mend; snake; self
妃,566,queen,woman; snake; self
改,567,reformation,snake; self; taskmaster
記,568,scribe,say; words; keitai; mouth; snake; self
包,569,wrap,bound up; snake; self
胞,570,placenta,moon; month; flesh; part of the body; wrap; bound up; snake; self
砲,571,cannon,stone; rock; wrap; bound up; snake; self
泡,572,bubble,water; water droplets; water pistol; wrap; bound up; snake; self
亀,573,tortoise,bound up; eels; sun; day
電,574,electricity,rain; weather; eel; sun; day
竜,575,dragon,vase; stand up; eel; sun; day
滝,576,waterfall,water; water droplets; water pistol; dragon; vase; stand up; eel; sun; day
豚,577,pork,moon; month; flesh; part of the body; sow; pig
逐,578,pursue,sow; pig; road
遂,579,consummate,horns; sow; pig; road
家,580,house,sow; pig
嫁,581,marry into,woman; house; sow; pig
豪,582,overpowering,tall; top hat; mouth; crown; sow; pig
腸,583,intestines,moon; month; flesh; part of the body; piggy bank; sun; day; piglets
場,584,location,soil; dirt; ground; piggy bank; sun; day; piglets
湯,585,hot water,water; water droplets; water pistol; piggy bank; sun; day; piglets
羊,586,sheep,horns
美,587,beauty,sheep; large; St. Bernard
洋,588,ocean,water; water droplets; water pistol; sheep
詳,589,detailed,say; words; keitai; mouth; sheep
鮮,590,fresh,fish; bound up; rice field; brains; oven-fire; barbecue; sheep
達,591,accomplished,soil; dirt; ground; sheep; road
羨,592,envious,sheep; water; water droplets; water pistol; lack; yawn
差,593,distinction,wool; sheep; craft
着,594,don,wool; sheep; eye
唯,595,solely,mouth; turkey
堆,596,piled high,soil; dirt; ground; turkey
椎,597,sweet oak,tree; wood; turkey
誰,598,who?,who; say; words; keitai; mouth; turkey
焦,599,char,turkey; oven-fire; barbecue
礁,600,reef,stone; rock; char; turkey; oven-fire; barbecue
集,601,gather,turkey; tree; wood
准,602,quasi-,ice; turkey
進,603,advance,turkey; road
雑,604,miscellaneous,nine; baseball; tree; wood; turkey
雌,605,female,Prince; this here; stop; footprint; spoon; sitting on the ground; turkey
準,606,semi-,water; water droplets; water pistol; turkey; ten; needle
奮,607,stirred up,large; St. Bernard; turkey; rice field; brains
奪,608,rob,large; St. Bernard; turkey; glue
確,609,assurance,stone; rock; turkeyhouse; house; turkey
午,610,noon,horse; pantomime horse; sign of the horse
許,611,permit,say; words; keitai; mouth; horse; pantomime horse; noon; sign of the horse
歓,612,delight,pegasus; horse; pantomime horse; noon; sign of the horse; turkey; lack; yawn
権,613,authority,tree; wood; pegasus; horse; pantomime horse; noon; sign of the horse; turkey
観,614,outlook,pegasus; horse; pantomime horse; noon; sign of the horse; turkey; see; telescope; eye; human legs
羽,615,feathers,wings
習,616,learn,feathers; wings; white; dove
翌,617,the following,feathers; wings; vase; stand up
曜,618,weekday,sun; day; futon; feathers; wings; turkey
濯,619,laundry,water; water droplets; water pistol; futon; feathers; wings; turkey
曰,620,sayeth,pent in; one
困,621,quandary,pent in; tree; wood
固,622,harden,pent in; old; tombstone; gravestone; church; ten; needle; mouth
錮,623,weld,
国,624,country,pent in; king; jewel; ball; earring; drop
団,625,group,pent in; glue
因,626,cause,pent in; large; St. Bernard
姻,627,matrimony,woman; cause; pent in; large; St. Bernard
咽,628,windpipe,mouth; cause; pent in; large; St. Bernard
園,629,park,pent in; earthenware jar; lidded crock; soil; dirt; ground; mouth; scarf
回,630,-times,times; pent in; mouth
壇,631,podium,soil; dirt; ground; Churchill; top hat; -times; pent in; mouth; nightbreak; sun; day; one; floor
店,632,store,cave; fortune-telling; magic wand; augury; mouth
庫,633,warehouse,cave; car
庭,634,courtyard,cave; courts; porter; drop; samurai; stretch
庁,635,government office,cave; street; nail; spike
床,636,bed,cave; tree; wood
麻,637,hemp,cave; grove; tree; wood
磨,638,grind,hemp; cave; grove; tree; wood; stone; rock
心,639,heart,drops; fishhook
忘,640,forget,perish; deceased; top hat; fishhook; heart
恣,641,selfish,
忍,642,endure,blade; sword; dagger; drop; heart
認,643,acknowledge,say; words; keitai; mouth; endure; blade; sword; dagger; drop; heart
忌,644,mourning,snake; self; heart
志,645,intention,samurai; heart
誌,646,document,say; words; keitai; mouth; intention; samurai; heart
芯,647,wick,flowers; heart
忠,648,loyalty,in; stick; mouth; heart
串,649,shish kebab,kebab; in; stick; mouth
患,650,afflicted,kebab; in; stick; mouth; heart
思,651,think,rice field; brains; heart
恩,652,grace,cause; pent in; large; St. Bernard; heart
応,653,apply,cave; heart
意,654,idea,sound; vase; stand up; sun; day; heart
臆,655,cowardice,moon; month; flesh; part of the body; idea; sound; vase; stand up; sun; day; heart
想,656,concept,inter milan; inter; tree; wood; eye; heart
息,657,breath,nose; drop; eye; heart
憩,658,recess,tongue; thousand; mouth; nose; drop; eye; heart
恵,659,favor,ten; needle; rice field; brains; heart
恐,660,fear,barge; craft; mediocre; drop; wind; heart
惑,661,beguile,a; pope; fiesta; mouth; one; floor; heart
感,662,emotion,march; mouth; heart
憂,663,melancholy,summer; head; page; crown; heart; walking legs
寡,664,widow,house; head; page; animal legs; eight; sword; dagger
忙,665,busy,Freud; state of mind; deceased; perish; top hat; fishhook
悦,666,ecstasy,Freud; state of mind; devil; horns; elder brother; teenager; mouth; human legs
恒,667,constancy,Freud; state of mind; span; one; ceiling; sun; day; one; floor; one
悼,668,lament,Freud; state of mind; eminent; magic wand; augury; sun; day; ten; needle
悟,669,enlightenment,Freud; state of mind; I; five; mouth
怖,670,dreadful,Freud; state of mind; linen; by one’s side; towel
慌,671,disconcerted,Freud; state of mind; laid waste; wreath; flowers; deceased; perish; top hat; fishhook; stream; flood
悔,672,repent,Freud; state of mind; every; reclining; lying down; mother; breasts
憎,673,hate,Freud; state of mind; increase; formerly; horns; rice field; brains; sun; day
慣,674,accustomed,Freud; state of mind; pierce; mother; breasts; shellfish; clam; oyster; eye; animal legs; eight
愉,675,pleasure,Freud; state of mind; meeting; umbrella; butchers; moon; month; flesh; part of the body; sword; sabre; saber
惰,676,lazy,Freud; state of mind; left-handed; left; by one’s side; craft; moon; month; flesh; part of the body
慎,677,humility,Freud; state of mind; true; truth; ten; needle; eye; tool; animal legs; eight
憾,678,remorse,Freud; state of mind; emotion; march; mouth; heart
憶,679,recollection,Freud; state of mind; idea; sound; vase; stand up; sun; day; heart
惧,680,disquieting,
憧,681,yearn,Freud; state of mind; juvenile; vase; stand up; computer
憬,682,hanker,
慕,683,pining,graveyard; flowers; sun; day; large; St. Bernard; valentine
添,684,annexed,water; water droplets; water pistol; heavens; valentine
必,685,invariably,heart; stick; drop; fishhook
泌,686,ooze,water; water droplets; water pistol; invariably; heart; stick; drop; fishhook
手,687,hand,
看,688,watch over,hand; eye
摩,689,chafe,hemp; cave; grove; tree; wood; hand
我,690,ego,hand; fiesta
義,691,righteousness,sheep; ego; hand; fiesta
議,692,deliberation,say; words; keitai; mouth; righteousness; sheep; ego; hand; fiesta
犠,693,sacrifice,cow; righteousness; sheep; ego; hand; fiesta
抹,694,rub,finger; fingers; extremity; one; tree; wood
拭,695,wipe,finger; fingers; style; arrow; craft
拉,696,yank,
抱,697,embrace,finger; fingers; wrap; bound up; snake; self
搭,698,board,finger; fingers; flowers; fit; meeting; umbrella; one; mouth
抄,699,extract,finger; fingers; few
抗,700,confront,finger; fingers; whirlwind; top hat; wind
批,701,criticism,finger; fingers; compare; spoon; sitting on the ground
招,702,beckon,finger; fingers; summon; seduce; sword; dagger; mouth
拓,703,clear the land,finger; fingers; stone; rock
拍,704,clap,finger; fingers; white; dove
打,705,strike,finger; fingers; street; nail; spike
拘,706,arrest,finger; fingers; phrase; bound up; mouth
捨,707,discard,finger; fingers; cottage; little-thatch; umbrella; lidded crock; earthenware jar; soil; dirt; ground; mouth
拐,708,kidnap,finger; fingers; mouth; sword; dagger
摘,709,pinch,finger; fingers; antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth
挑,710,challenge,finger; fingers; turtle; portent
指,711,finger,fingers; delicious; spoon; sitting on the ground; sun; day
持,712,hold,finger; fingers; Buddhist temple; soil; dirt; ground; glue
拶,713,imminent,finger; fingers; stream; flood; evening
括,714,fasten,finger; fingers; tongue; thousand; mouth
揮,715,brandish,finger; fingers; army; chariot; crown; car; vehicle
推,716,conjecture,finger; fingers; turkey
揚,717,hoist,finger; fingers; piggy bank; sun; day; piglets
提,718,propose,finger; fingers; just so; sun; day; mend
損,719,damage,finger; fingers; employee; mouth; shellfish; clam; oyster; eye; animal legs; eight
拾,720,pick up,finger; fingers; fit; meeting; umbrella; one; mouth
担,721,shouldering,finger; fingers; nightbreak; sun; day; one; floor
拠,722,foothold,finger; fingers; dispose; walking legs; wind
描,723,sketch,finger; fingers; seedlings; flowers; rice field; brains
操,724,maneuver,finger; fingers; wooden goods; furniture; goods; mouth; tree; wood
接,725,touch,finger; fingers; concubine; vase; stand up; woman
掲,726,put up a notice,put up (a notice); finger; fingers; mexican bandit; muchacho; siesta; sun; day; aroma; bound up; spoon; sitting on the ground
掛,727,hang,finger; fingers; ivy; square jewel; soil; dirt; ground; magic wand; augury
捗,728,make headway,finger; fingers; walk; stop; footprint; few
研,729,polish,stone; rock; two hands
戒,730,commandment,two hands; fiesta
弄,731,tinker with,king; jewel; ball; two hands
械,732,contraption,tree; wood; commandments; two hands; fiesta
鼻,733,nose,drop; eye; rice field; brains; two hands
刑,734,punish,two hands; sword; sabre; saber
型,735,mould,punish; two hands; sword; sabre; saber; soil; dirt; ground
才,736,genius,genie
財,737,property,shellfish; clam; oyster; eye; animal legs; eight; genie
材,738,lumber,tree; wood; genie
存,739,suppose,genie; child
在,740,exist,genie; soil; dirt; ground
乃,741,from,fist
携,742,portable,finger; fingers; turkey; fist; from
及,743,reach out,fist; from; drop
吸,744,suck,mouth; reach out
扱,745,handle,finger; fingers; reach out
丈,746,length,stick; tucked under the arm
史,747,history,mouth; tucked under the arm
吏,748,officer,history; length; stick; one; mouth; tucked under the arm
更,749,grow late,Ameratasu; one; ceiling; sun; tucked under the arm
硬,750,stiff,stone; rock; grow late; Ameratasu; one; ceiling; sun; tucked under the arm
梗,751,spiny,tree; wood; grow late; Ameratasu; one; ceiling; sun; tucked under the arm
又,752,or again,crotch
双,753,pair,crotch
桑,754,mulberry,crotch; tree; wood
隻,755,vessels,turkey; crotch
護,756,safeguard,say; words; keitai; mouth; radio caroline; flowers; vessels; turkey; crotch
獲,757,seize,pack of wild dogs; radio caroline; flowers; vessels; turkey; crotch
奴,758,guy,woman; crotch
怒,759,angry,guy; woman; crotch; heart
友,760,friend,by one’s side; crotch
抜,761,slip out,finger; fingers; friend; woman; crotch
投,762,throw,finger; fingers; cruise missile; missile; wind; crotch
没,763,drown,water; water droplets; water pistol; cruise missile; missile; wind; crotch
股,764,thigh,moon; month; flesh; part of the body; cruise missile; missile; wind; crotch
設,765,establishment,say; words; keitai; mouth; cruise missile; missile; wind; crotch
撃,766,beat,tank; car; cruise missile; missile; wind; crotch; hand
殻,767,husk,samurai; superfluous; crown; wind; cruise missile; missile; wind; crotch
支,768,branch,ten; needle; crotch
技,769,skill,finger; fingers; branch; ten; needle; crotch
枝,770,bough,tree; wood; branch; ten; needle; crotch
肢,771,limb,moon; month; flesh; part of the body; branch; ten; needle; crotch
茎,772,stalk,flowers; spool; clod; toilet paper; crotch; soil; dirt; ground
怪,773,suspicious,Freud; state of mind; spool; clod; toilet paper; crotch; soil; dirt; ground
軽,774,lightly,car; spool; clod; toilet paper; crotch; soil; dirt; ground
叔,775,uncle,above; small; little; crotch
督,776,coach,uncle; above; small; little; crotch; eye
寂,777,loneliness,house; uncle; above; small; little; crotch
淑,778,graceful,water; water droplets; water pistol; uncle; above; small; little; crotch
反,779,anti-,demonstation; cliff; crotch
坂,780,slope,soil; dirt; ground; anti-; demonstration; cliff; crotch
板,781,plank,tree; wood; anti-; demonstration; cliff; crotch
返,782,return,anti-; demonstration; cliff; crotch; road
販,783,marketing,shellfish; clam; oyster; eye; animal legs; eight; anti-; demonstration; cliff; crotch
爪,784,claw,vulture
妥,785,gentle,claw; vulture; woman
乳,786,milk,fledgling; claw; vulture; child; fishhook
浮,787,floating,water; water droplets; water pistol; fledgling; claw; vulture; child
淫,788,lewd,water; water droplets; water pistol; claw; vulture; porter; drop; samurai
将,789,leader,turtle; claw; vulture; glue
奨,790,exhort,leader; turtle; claw; vulture; glue; large; St. Bernard
采,791,grab,claw; vulture; tree; wood
採,792,pick,finger; fingers; grab; claw; vulture; tree; wood
菜,793,vegetable,flowers; grab; claw; vulture; tree; wood
受,794,accept,birdhouse; birdcage; claw; vulture; crown; crotch
授,795,impart,finger; fingers; accept; birdhouse; birdcage; claw; vulture; crown; crotch
愛,796,love,birdhouse; birdcage; claw; vulture; crown; love birds; heart; walking legs
曖,797,unclear,sun; love; birdhouse; birdcage; claw; vulture; crown; love birds; heart; walking legs
払,798,pay,finger; fingers; elbow
広,799,wide,cave; elbow
勾,800,hooked,bound up; elbow
拡,801,broaden,finger; fingers; wide; cave; elbow
鉱,802,mineral,metal; gold; wide; cave; elbow
弁,803,valve,elbow; two hands
雄,804,male,Yamanote; by one’s side; elbow; turkey
台,805,pedestal,elbow; mouth
怠,806,neglect,pedestal; elbow; mouth; heart
治,807,reign,water; water droplets; water pistol; pedestal; elbow; mouth
冶,808,metallurgy,ice; pedestal; elbow; mouth
始,809,commence,woman; pedestal; elbow; mouth
胎,810,womb,moon; month; flesh; part of the body; pedestal; elbow; mouth
窓,811,window,hole; house; human legs; elbow; heart
去,812,gone,soil; dirt; ground; elbow
法,813,method,water; water droplets; water pistol; gone; soil; dirt; ground; elbow
会,814,meeting,one; wall; umbrella; rising cloud; two; elbow; wall
至,815,climax,wall; one; ceiling; elbow; soil; dirt; ground
室,816,room,house; climax; wall; one; ceiling; elbow; soil; dirt; ground
到,817,arrival,climax; wall; one; ceiling; elbow; soil; dirt; ground; sword; sabre; saber
致,818,doth,climax; wall; one; ceiling; elbow; soil; dirt; ground; taskmaster
互,819,mutually,one; ceiling; one; floor
棄,820,abandon,infant; toddler; top hat; elbow; buckle; tree; wood
育,821,bring up,infant; toddler; top hat; elbow; moon; month; flesh; part of the body
撤,822,remove,finger; fingers; borstal; bring up; infant; toddler; top hat; elbow; moon; month; flesh; part of the body; taskmaster
充,823,allot,infant; toddler; top hat; elbow; human legs
銃,824,gun,metal; gold; allot; infant; toddler; top hat; elbow; human legs
硫,825,sulfur,sulphur; stone; rock; lifebelt; infant; toddler; top hat; elbow; stream; flood
流,826,current,water; water droplets; water pistol; lifebelt; infant; toddler; top hat; elbow; stream; flood
允,827,license,elbow; human legs
唆,828,tempt,mouth; streetwalker; Ministry of silly walks; John Cleese; license; elbow; human legs; walking legs
出,829,exit,
山,830,mountain,
拙,831,bungling,finger; fingers; exit
岩,832,boulder,mountain; stone; rock
炭,833,charcoal,mountain; ashes; cliff; fire
岐,834,branch off,mountain; branch; ten; needle; crotch
峠,835,mountain pass,mountain; above; below
崩,836,crumble,mountain; companion; moon; month; flesh; part of the body
密,837,secrecy,house; invariably; heart; mountain
蜜,838,honey,house; invariably; heart; insect
嵐,839,storm,mountain; wind; gnats; drop; insect
崎,840,promontory,mountain; strange; large; St. Bernard; can; street; nail; spike; mouth
崖,841,bluffs,mountain; cliff; ivy; square jewel; soil; dirt; ground
入,842,enter,
込,843,crowded,enter; road
分,844,part,eight; sword; dagger
貧,845,poverty,part; eight; sword; dagger; shellfish; clam; oyster; eye; animal legs; eight
頒,846,partition,part; eight; sword; dagger; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight
公,847,public,eight; elbow
松,848,pine tree,tree; wood; public; eight; elbows
翁,849,venerable old man,public; eight; elbows; feathers; wings
訟,850,sue,say; words; keitai; mouth; public; eight; elbows
谷,851,valley,eight; umbrella; mouth
浴,852,bathe,water; water droplets; water pistol; valley; eight; umbrella; mouth
容,853,contain,house; valley; eight; umbrella; mouth
溶,854,melt,water; water droplets; water pistol; contents; contain; house; valley; animal legs; eight; umbrella; mouth
欲,855,longing,valley; eight; umbrella; mouth; lack; yawn
裕,856,abundant,cloak; valley; eight; umbrella; mouth
鉛,857,lead (metal),lead; metal; gold; gully; eight; mouth
沿,858,run alongside,water; water droplets; water pistol; gully; eight; mouth
賞,859,prize,outhouse; small; little; crown; mouth; shellfish; clam; oyster; eye; animal legs; eight
党,860,party,outhouse; small; little; crown; mouth; human legs
堂,861,hall,outhouse; small; little; crown; mouth; soil; dirt; ground
常,862,usual,outhouse; small; little; crown; mouth; towel
裳,863,skirt,outhouse; small; little; crown; mouth; cloth; clothes; clothing; garment
掌,864,manipulate,outhouse; small; little; crown; mouth; hand
皮,865,pelt,branch; ten; needle; crotch; hook
波,866,waves,water; water droplets; water pistol; pelt; branch; ten; needle; crotch; hook
婆,867,old woman,wave; water; water droplets; water pistol; pelt; branch; ten; needle; crotch; hook; woman
披,868,expose,finger; fingers; pelt; branch; ten; needle; crotch; hook
破,869,rend,stone; rock; pelt; branch; ten; needle; crotch; hook
被,870,incur,cloak; pelt; branch; ten; needle; crotch; hook
残,871,remainder,bones; one; ceiling; evening; float
殉,872,martyrdom,bones; one; ceiling; evening; decameron; bound up; sun; day
殊,873,particularly,bones; one; ceiling; evening; vermilion; drop; not yet; one; tree; wood
殖,874,augment,bones; one; ceiling; evening; straightaway; ten; needle; eye; fishhook
列,875,file,bones; one; ceiling; evening; sword; sabre; saber
裂,876,split,file; bones; one; ceiling; evening; sword; sabre; saber; cloth; clothes; clothing; garment
烈,877,ardent,file; bones; one; ceiling; evening; sword; sabre; saber; oven-fire; barbecue
死,878,death,bones; one; ceiling; evening; spoon; sitting on the ground
葬,879,interment,flowers; death; bones; one; ceiling; evening; spoon; sitting on the ground; two hands
瞬,880,wink,eye; Rose of Sharon; birdhouse; birdcage; claw; vulture; crown; sunglasses; dancing legs; ballerina; evening
耳,881,ear,
取,882,take,ear; crotch
趣,883,gist,run; soil; dirt; ground; mend; take; ear; crotch
最,884,utmost,sun; day; take; ear; crotch
撮,885,snapshot,finger; fingers; utmost; sun; day; take; ear; crotch
恥,886,shame,ear; heart
職,887,post,ear; kazoo; sound; vase; stand up; sun; day; fiesta
聖,888,holy,ear; mouth; king; jewel; ball
敢,889,daring,street; nail; spike; ear; taskmaster
聴,890,listen,ear; stethoscope; camel; ten; needle; eye; cross-eyed; net; heart
懐,891,pocket,Freud; state of mind; poltergeist; BernaE; ten; needle; eye; cross-eyed; net; top hat; scarf; cloth; clothes; clothing; garment
慢,892,ridicule,Freud; state of mind; mandala; sun; day; eye; cross-eyed; net; crotch
漫,893,loose,water; water droplets; water pistol; mandala; sun; day; eye; cross-eyed; net; crotch
買,894,buy,eye; cross-eyed; net; shellfish; clam; oyster; eye; animal legs; eight
置,895,placement,eye; cross-eyed; net; straightaway; ten; needle; eye; fishhook
罰,896,penalty,eye; cross-eyed; net; say; words; keitai; mouth; sword; sabre; saber
寧,897,rather,house; heart; eye; cross-eyed; net; street; nail; spike
濁,898,voiced,water; water droplets; water pistol; spider; eye; cross-eyed; net; bound up; insect
環,899,ring,king; jewel; ball; trampoline; eye; cross-eyed; net; one; ceiling; mouth; scarf
還,900,send back,trampoline; eye; cross-eyed; net; one; ceiling; mouth; scarf; road
夫,901,husband,one; large
扶,902,aid,finger; fingers; husband
渓,903,mountain stream,water; water droplets; water pistol; claw; vulture; husband
規,904,standard,husband; see; telescope; eye; human legs
替,905,exchange,husband; sun; day; tongue wagging
賛,906,approve,husband; shellfish; clam; oyster; eye; animal legs; eight
潜,907,submerge,water; water droplets; water pistol; exchange; husband; sun; day; tongue wagging
失,908,lose,drop; husband
鉄,909,iron,metal; gold; lose; drop; husband
迭,910,alternate,transfer; lose; drop; husband; road
臣,911,retainer,slave
姫,912,princess,woman; retainer; slave
蔵,913,storehouse,flowers; parade; retainer; slave
臓,914,entrails,moon; month; flesh; part of the body; storehouse; flowers; parade; retainer; slave
賢,915,intelligent,loincloth; retainer; slave; crotch; shellfish; clam; oyster; eye; animal legs; eight
腎,916,kidney,loincloth; retainer; slave; crotch; moon; month; flesh; part of the body
堅,917,strict,loincloth; retainer; slave; crotch; soil; dirt; ground
臨,918,look to,retainer; slave; reclining; lying down; goods; mouth
覧,919,perusal,retainer; slave; reclining; lying down; one; floor; look; see; telescope; eye; human legs
巨,920,gigantic,Fafner
拒,921,repel,finger; fingers; gigantic; Fafner
力,922,power,muscle; arnold
男,923,man,rice field; brains; power; muscle; arnold
労,924,labor,schoolhouse; owl; crown; power; muscle; arnold
募,925,recruit,graveyard; flowers; sun; day; large; St. Bernard; power; muscle; arnold
劣,926,inferiority,few; power; muscle; arnold
功,927,achievement,craft; powered; power; muscle; arnold
勧,928,persuade,pegasus; horse; pantomime horse; noon; sign of the horse; turkey; power; muscle; arnold
努,929,toil,guy; woman; crotch; power; muscle; arnold
勃,930,uprising,bishop; cross; ten; needle; crown; child; power; muscle; arnold
励,931,encourage,Wimbledon; cliff; ten thousand; power; muscle; arnold
加,932,add,power; muscle; arnold; mouth
賀,933,congratulations,add; power; muscle; arnold; mouth; shellfish; clam; oyster; eye; animal legs; eight
架,934,erect,add; power; muscle; arnold; mouth; tree; wood
脇,935,armpit,moon; month; flesh; part of the body; triceps; power; muscle; arnold
脅,936,threaten,triceps; power; muscle; arnold; moon; month; flesh; part of the body
協,937,co-,ten; needle; triceps; power; muscle; arnold
行,938,going,boulevard
律,939,rhythm,Nelson; column; going; line; brush
復,940,restore,Nelson; column; going; line; fold back; double back; reclining; lying down; sun; day; walking legs
得,941,gain,Nelson; column; going; line; bill posters; nightbreak; sun; day; one; floor; glue
従,942,accompany,Nelson; column; going; line; horns; mend
徒,943,junior,Nelson; column; going; line; run; soil; dirt; ground; mend
待,944,wait,Nelson; column; going; line; Buddhist temple; soil; dirt; ground; glue
往,945,journey,Nelson; column; going; line; candlestick; lord; drop; king; jewel; ball
征,946,subjugate,Nelson; column; going; line; correct; one; ceiling; stop; footprint
径,947,diameter,Nelson; column; going; line; spool; clod; toilet paper; crotch; soil; dirt; ground
彼,948,he,Nelson; column; going; line; pelt; branch; ten; needle; crotch; hook
役,949,duty,Nelson; column; going; line; cruise missile; missile; wind; crotch
徳,950,benevolence,Nelson; column; going; line; stethoscope; camel; ten; needle; eye; cross-eyed; net; heart
徹,951,penetrate,Nelson; column; going; line; borstal; bring up; infant; toddler; top hat; elbow; moon; month; flesh; part of the body; taskmaster
徴,952,indications,sherpa; Nelson; column; going; line; mountain; king; jewel; ball; taskmaster
懲,953,penal,indications; sherpa; Nelson; column; going; line; mountain; king; jewel; ball; taskmaster; heart
微,954,delicate,sherpa; Nelson; column; going; line; mountain; one; ceiling; human legs; taskmaster
街,955,boulevard,going; ivy; square jewel; soil; dirt; ground
桁,956,girder,tree; wood; going
衡,957,equilibrium,boulevard; going; bound up; rice field; brains; large; St. Bernard
稿,958,draft,wheat; cereal; tall; top hat; mouth; hood; mouth
稼,959,earnings,wheat; cereal; house; sow; pig
程,960,extent,wheat; cereal; display; mouth; king; jewel; ball
税,961,tax,wheat; cereal; devil; horns; elder brother; teenager; mouth; human legs
稚,962,immature,wheat; cereal; turkey
和,963,harmony,wheat; cereal; mouth
移,964,shift,wheat; cereal; many; evening
秒,965,second,wheat; cereal; few
秋,966,autumn,wheat; cereal; fire
愁,967,distress,autumn; wheat; cereal; fire; heart
私,968,private,wheat; cereal; elbow
秩,969,regularity,wheat; cereal; lose; drop; husband
秘,970,secret,wheat; cereal; invariably; heart; drop
称,971,appellation,wheat; cereal; hammock; reclining; lying down; small; little
利,972,profit,wheat; cereal; sword; sabre; saber
梨,973,pear tree,profit; wheat; cereal; sword; sabre; saber; tree; wood
穫,974,harvest,wheat; cereal; radio caroline; flowers; vessels; turkey; crotch
穂,975,ear of a plant,ear (of a plant); wheat; cereal; favour; favor; ten; needle; rice field; brains; heart
稲,976,rice plant,wheat; cereal; claw; vulture; old days; olden times; stick; sun; day
香,977,incense,wheat; cereal; sun; day
季,978,seasons,wheat; cereal; child
委,979,committee,wheat; cereal; woman
秀,980,excel,wheat; cereal; fist; from
透,981,transparent,excel; wheat; cereal; fist; from; road
